img_id; img_path                                                                     ; pred_bboxes                                                                                                                                                                                  ; target_bboxes                                                                                                                             ; ious                                                           ; prompts
   317; grasp_vlm_dataset/darts14_jpg.rf.4ee09ece4e0644b3725dbaa0430a6618.jpg        ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'index': {'x_1': 0.787, 'y_1': 0.566, 'x_2': 1.0, 'y_2': 0.586}, 'thumb': {'x_1': 0.791, 'y_1': 0.599, 'x_2': 1.0, 'y_2': 0.636}}        ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the dart'], ['Best placement for the thumb finger on the dart']]
   318; grasp_vlm_dataset/wrench_9_jpg.rf.4eebe9718d048833e34ab468c33b4dd3.jpg       ; {'hand': [0.535094970703125, 0.33446444702148437, 0.6027716064453125, 0.40746685791015624]}                                                                                                  ; {'handle': {'x_1': 0.045, 'y_1': 0.249, 'x_2': 0.4205, 'y_2': 0.5465}}                                                                    ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the wrench']]
   319; grasp_vlm_dataset/glue_4_jpg.rf.edc962d93a80c0a98d8cea2b006d6265.jpg         ; {'index': [0.3768129272460938, 0.11229008483886718, 0.477061767578125, 0.23850727844238281]}                                                                                                 ; {'index': {'x_1': 0.477, 'y_1': 0.568, 'x_2': 0.5095, 'y_2': 0.706}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the glue gun']]
   320; grasp_vlm_dataset/saw_12_jpg.rf.73ebb9f4fe683d3583e5b76c29436fd2.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.759, 'y_1': 0.388, 'x_2': 0.776, 'y_2': 0.435}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
   321; grasp_vlm_dataset/screwdriver_10_jpg.rf.4a8a0b525de65e289c0f24e86d52026e.jpg ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.37, 'y_1': 0.009, 'x_2': 0.7, 'y_2': 0.648}}                                                                         ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the screwdriver']]
   322; grasp_vlm_dataset/multimeter18_jpg.rf.c5b28e5a9525431460e8b7298ef5e2c7.jpg   ; {'left': [0.13853932189941406, 0.18323617553710939, 0.8775234375, 0.7176961669921875], 'right': [0.13860488891601563, 0.18025987243652344, 0.8772920532226562, 0.8250947875976562]}          ; {'left': {'x_1': 0.49, 'y_1': 0.685, 'x_2': 0.82, 'y_2': 0.778}, 'right': {'x_1': 0.417, 'y_1': 0.591, 'x_2': 0.717, 'y_2': 0.6785}}      ; {'left': 0.026008279160053643, 'right': 0.05510870560422901}   ; [['Best placement near the green star for the entire left hand on the multimeter with red and black leads'], ['Best placement for the entire right hand on the multimeter with red and black leads']]
   323; grasp_vlm_dataset/top_rnd7_jpg.rf.cb220aa7ca5c774d82d06cc14c1fb367.jpg       ; {'hand': [0.0628790397644043, 0.11546859741210938, 0.7860953369140625, 0.8615381469726563]}                                                                                                  ; {'handle': {'x_1': 0.474, 'y_1': 0.417, 'x_2': 0.521, 'y_2': 0.4495}}                                                                     ; {'hand': 0.0028309597844203066}                                ; [['Best placement for the entire hand on the top drawer with a round handle']]
   324; grasp_vlm_dataset/can_opener2_jpg.rf.fe2090dc334eb41c983d8a2642f5ac3b.jpg    ; {'left': [0.19284072875976563, 0.19195845031738282, 0.911030029296875, 0.9094994506835937], 'right': [0.19284072875976563, 0.19195845031738282, 0.911030029296875, 0.9094994506835937]}      ; {'left': {'x_1': 0.183, 'y_1': 0.189, 'x_2': 0.608, 'y_2': 0.732}, 'right': {'x_1': 0.614, 'y_1': 0.351, 'x_2': 0.724, 'y_2': 0.927}}     ; {'left': 0.4295887937597065, 'right': 0.11877101319486315}     ; [['Best placement for the entire left hand on the can opener'], ['Best placement near the green star for the entire right hand on the can opener']]
   325; grasp_vlm_dataset/screwdriver_2_jpg.rf.f5c474bb5d7d6c402ce1d0355502415c.jpg  ; {'hand': [0.11324594116210937, 0.1445111083984375, 0.861135498046875, 0.8167832641601562]}                                                                                                   ; {'handle': {'x_1': 0.461, 'y_1': 0.173, 'x_2': 0.8665, 'y_2': 0.4555}}                                                                    ; {'hand': 0.2241485220470902}                                   ; [['Best placement for the entire hand on the screwdriver']]
   326; grasp_vlm_dataset/chainsaw12_jpg.rf.67e2652c867f513a8df7a2a8d87f5336.jpg     ; {'left': [0.18904794311523437, 0.038785411834716794, 0.93371240234375, 0.7810623168945312], 'right': [0.0, 0.0, 0.0, 0.0]}                                                                   ; {'right': {'x_1': 0.386, 'y_1': 0.222, 'x_2': 0.4745, 'y_2': 0.4155}, 'left': {'x_1': 0.077, 'y_1': 0.467, 'x_2': 0.216, 'y_2': 0.6985}}  ; {'left': 0.010782008934446755, 'right': 0.0}                   ; [['Best placement near the green star for the entire left hand on the chainsaw'], ['Best placement for the entire right hand on the chainsaw']]
   327; grasp_vlm_dataset/rnd_door12_jpg.rf.351eebcfb69d64c51b4305ae9a125382.jpg     ; {'hand': [0.014629530906677245, 0.11342642211914063, 0.7521516723632813, 0.860385986328125]}                                                                                                 ; {'handle': {'x_1': 0.564, 'y_1': 0.221, 'x_2': 0.865, 'y_2': 0.4825}}                                                                     ; {'hand': 0.08477066629918203}                                  ; [['Best placement for the entire hand on the door with a round handle']]
   328; grasp_vlm_dataset/nail_2_jpg.rf.95c3e7a71d0a2f33e5089cb480496f87.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.426, 'y_1': 0.476, 'x_2': 0.494, 'y_2': 0.533}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the nail gun']]
   329; grasp_vlm_dataset/allen_14_jpg.rf.ee73f5b55fdbf4e8462537757c02c208.jpg       ; {'hand': [0.2139091339111328, 0.3542337646484375, 0.7624812622070313, 0.5506129150390625]}                                                                                                   ; {'handle': {'x_1': 0.337, 'y_1': 0.362, 'x_2': 0.756, 'y_2': 0.5395}}                                                                     ; {'hand': 0.6903721530066851}                                   ; [['Best placement for the entire hand on the allen key']]
   330; grasp_vlm_dataset/darts15_jpeg.rf.1960dfd009c098db8cb6d421ca58c8f4.jpg       ; {'index': [0.3579601440429688, 0.8458641967773437, 0.501536865234375, 0.985964111328125], 'thumb': [0.486759521484375, 0.37630807495117186, 0.8445359497070313, 0.5929569091796875]}         ; {'index': {'x_1': 0.496, 'y_1': 0.503, 'x_2': 0.623, 'y_2': 0.5645}, 'thumb': {'x_1': 0.508, 'y_1': 0.523, 'x_2': 0.635, 'y_2': 0.581}}   ; {'index': 0.0, 'thumb': 0.09503063559541086}                   ; [['Best placement for the index finger on the dart'], ['Best placement for the thumb finger on the dart']]
   331; grasp_vlm_dataset/multimeter8_jpg.rf.fa21fe480df641a08ceaeef657392bc1.jpg    ; {'left': [0.016812944412231447, 0.18984515380859374, 0.7554085693359375, 0.9363246459960938], 'right': [0.016812944412231447, 0.18984515380859374, 0.7554085693359375, 0.9363246459960938]}  ; {'right': {'x_1': 0.716, 'y_1': 0.606, 'x_2': 0.8885, 'y_2': 0.7075}, 'left': {'x_1': 0.473, 'y_1': 0.421, 'x_2': 0.552, 'y_2': 0.737}}   ; {'left': 0.045278242606939835, 'right': 0.007081406547133813}  ; [['Best placement for the entire left hand on the multimeter with red and black leads'], ['Best placement near the green star for the entire right hand on the multimeter with red and black leads']]
   332; grasp_vlm_dataset/wacker_3_jpg.rf.8465644b18d7daf39bdb4d5ca5820033.jpg       ; {'index': [0.18864054870605468, 0.14206056213378906, 0.9352311401367187, 0.6296868286132813]}                                                                                                ; {'index': {'x_1': 0.3, 'y_1': 0.544, 'x_2': 0.3495, 'y_2': 0.558}}                                                                        ; {'index': 0.0019035471155469843}                               ; [['Best placement for the index finger on the weed wacker']]
   333; grasp_vlm_dataset/can_opener11_jpg.rf.c30f1842bd2c9bfda9c44337ff948e0e.jpg   ; {'left': [0.26274847412109376, 0.4817647705078125, 0.873366455078125, 0.8656397094726562], 'right': [0.26274847412109376, 0.4817647705078125, 0.873366455078125, 0.8656397094726562]}        ; {'left': {'x_1': 0.352, 'y_1': 0.484, 'x_2': 0.437, 'y_2': 0.6505}, 'right': {'x_1': 0.406, 'y_1': 0.592, 'x_2': 0.8745, 'y_2': 0.87}}    ; {'left': 0.060377317555520886, 'right': 0.540181220334681}     ; [['Best placement near the green star for the entire left hand on the can opener'], ['Best placement for the entire right hand on the can opener']]
   334; grasp_vlm_dataset/bow16_jpg.rf.815f7387a9b81ad094c87a12c136a06a.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'index': {'x_1': 0.484, 'y_1': 0.575, 'x_2': 0.5245, 'y_2': 0.7525}, 'thumb': {'x_1': 0.485, 'y_1': 0.713, 'x_2': 0.508, 'y_2': 0.762}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   335; grasp_vlm_dataset/nail_4_jpg.rf.4b8d67f9a3c37e81adb431ceb9e89b85.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.606, 'y_1': 0.523, 'x_2': 0.6455, 'y_2': 0.565}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the nail gun']]
   336; grasp_vlm_dataset/darts3_jpg.rf.8fc887b91b906a681e04a3f9448cd670.jpg         ; {'index': [0.14915852355957032, 0.059772300720214847, 0.7888528442382813, 0.515802734375], 'thumb': [0.14915852355957032, 0.059772300720214847, 0.7888528442382813, 0.515802734375]}         ; {'index': {'x_1': 0.616, 'y_1': 0.339, 'x_2': 0.759, 'y_2': 0.4285}, 'thumb': {'x_1': 0.575, 'y_1': 0.404, 'x_2': 0.719, 'y_2': 0.4935}}  ; {'index': 0.04387253721895773, 'thumb': 0.04417933817853086}   ; [['Best placement for the index finger on the dart'], ['Best placement for the thumb finger on the dart']]
   337; grasp_vlm_dataset/bot_bar2_jpg.rf.7d60634ce77b091c864f8b5213d27698.jpg       ; {'hand': [0.11266143798828125, 0.08942339324951172, 0.8622109375, 0.83689892578125]}                                                                                                         ; {'handle': {'x_1': 0.369, 'y_1': 0.908, 'x_2': 0.6095, 'y_2': 0.9515}}                                                                    ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the bottom drawer with a horizontal bar handle']]
   338; grasp_vlm_dataset/bow15_jpg.rf.e018e7178e909c2ce5b1481bb6120086.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'thumb': {'x_1': 0.343, 'y_1': 0.262, 'x_2': 0.387, 'y_2': 0.3285}, 'index': {'x_1': 0.231, 'y_1': 0.137, 'x_2': 0.3705, 'y_2': 0.282}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
